tournament,packet,qid,bpid,part_number,answerline,plays,human_directed_n,human_directed_fraction,human_directed_correct_n,human_directed_accuracy,consulted_n,consulted_fraction,consulted_final_correct_n,consulted_final_accuracy,consult_initial_guess_present_n,abstain_n,abstain_fraction,successful_abstain_n,abstain_precision,standalone_ai_n,standalone_ai_correct_n,standalone_ai_accuracy,raw_directed_minus_ai_gap,wilson_conservative_gap,beta11_strict_adversarial_yield,coverage_aware_directed_minus_ai_gap,consulted_final_minus_ai_delta,evidence_flag,interpretation_note,adversarial_rank
qanta26-online,5,advvqa-packet5-b-nE0hRkUiv4spOjGCPI5V,advvqa-packet5-b-nE0hRkUiv4spOjGCPI5V#2,2,<b>Squared triangular number/sum of cubes/Nicomachus's theorem or simply that the sum of the first n cubes is the cube of the sum of 1 to n</b>,1,1,1.0,1,1.0,0,0.0,0,,0,0,0.0,0,,5,0,0.0,1.0,-0.227933,0.571429,1.0,,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
qanta26-online,5,advvqa-packet5-b-nE0hRkUiv4spOjGCPI5V,advvqa-packet5-b-nE0hRkUiv4spOjGCPI5V#3,3,<b>Pizza theorem</b>,1,1,1.0,0,0.0,0,0.0,0,,0,0,0.0,0,,5,0,0.0,0.0,-0.434482,0.285714,0.0,,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
qanta26-online,5,advvqa-packet5-b-thxXKq7PBLY8EShfF1Gq,advvqa-packet5-b-thxXKq7PBLY8EShfF1Gq#1,1,<b>Hebrew</b>,1,1,1.0,1,1.0,0,0.0,0,,0,0,0.0,0,,5,2,0.4,0.6,-0.562726,0.380952,0.6,,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
qanta26-online,5,advvqa-packet5-b-thxXKq7PBLY8EShfF1Gq,advvqa-packet5-b-thxXKq7PBLY8EShfF1Gq#2,2,<b>Old Persian __**cuneiform**__</b>,1,1,1.0,1,1.0,0,0.0,0,,0,0,0.0,0,,5,0,0.0,1.0,-0.227933,0.571429,1.0,,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
qanta26-online,5,advvqa-packet5-b-thxXKq7PBLY8EShfF1Gq,advvqa-packet5-b-thxXKq7PBLY8EShfF1Gq#3,3,<b>Devanagari</b>,1,1,1.0,1,1.0,0,0.0,0,,0,0,0.0,0,,5,5,1.0,0.0,-0.793451,0.095238,0.0,,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
qanta26-online,6,advvqa-packet6-b-5TP90iSsw4rkTsMF4oGI,advvqa-packet6-b-5TP90iSsw4rkTsMF4oGI#1,1,<b>Lotte World Tower</b>,3,1,0.333333,1,1.0,1,0.333333,1,1.0,1,1,0.333333,0,0.0,5,5,1.0,0.0,-0.793451,0.095238,-0.666667,0.0,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
qanta26-online,6,advvqa-packet6-b-5TP90iSsw4rkTsMF4oGI,advvqa-packet6-b-5TP90iSsw4rkTsMF4oGI#2,2,<b>Samsung Town [accept Samsung Seocho Town]</b>,3,1,0.333333,1,1.0,2,0.666667,2,1.0,1,0,0.0,0,,5,0,0.0,1.0,-0.227933,0.571429,0.333333,1.0,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
qanta26-online,6,advvqa-packet6-b-5TP90iSsw4rkTsMF4oGI,advvqa-packet6-b-5TP90iSsw4rkTsMF4oGI#3,3,<b>Hwaseong Fortress</b>,3,1,0.333333,1,1.0,2,0.666667,2,1.0,0,0,0.0,0,,5,5,1.0,0.0,-0.793451,0.095238,-0.666667,0.0,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
qanta26-online,6,advvqa-packet6-b-qdCUlmDzT4TMxNjhewdp,advvqa-packet6-b-qdCUlmDzT4TMxNjhewdp#1,1,<b>microkernel</b>,3,1,0.333333,1,1.0,2,0.666667,2,1.0,2,0,0.0,0,,5,5,1.0,0.0,-0.793451,0.095238,-0.666667,0.0,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
qanta26-online,6,advvqa-packet6-b-qdCUlmDzT4TMxNjhewdp,advvqa-packet6-b-qdCUlmDzT4TMxNjhewdp#2,2,<b>Rust</b>,3,1,0.333333,1,1.0,2,0.666667,1,0.5,0,0,0.0,0,,5,5,1.0,0.0,-0.793451,0.095238,-0.666667,-0.5,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
qanta26-online,6,advvqa-packet6-b-qdCUlmDzT4TMxNjhewdp,advvqa-packet6-b-qdCUlmDzT4TMxNjhewdp#3,3,<b>University of Minnesota</b>,3,1,0.333333,1,1.0,2,0.666667,2,1.0,0,0,0.0,0,,5,5,1.0,0.0,-0.793451,0.095238,-0.666667,0.0,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
